first_name,second_name,form,team_against,Home_Away,minutes,xG,xA,xGI,xGC,xPoints,total_points,goals_scored,assists,clean_sheets,goals_conceded,bonus,saves,defensive_points,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards
Bukayo,Saka,6.0,Crystal Palace,Away,2189.0,0.30959342165372317,0.29396984924623115,0.6035632708999543,0.607263590680676,6.013841936957516,6.3727729556875286,0.2878026496116948,0.4111466423024212,0.4933759707629054,0.6167199634536318,0.7400639561443582,0.0,0.4111466423024212,1.068981269986295,4.769301050708086,1.6445865692096848,7.482868889904066,0.0,0.0,0.0,0.08222932846048424,0.0
Martin,Ødegaard,2.5,Crystal Palace,Away,1305.0,0.08620689655172416,0.23310344827586207,0.31931034482758625,1.0655172413793104,3.5972413793103444,4.413793103448276,0.06896551724137931,0.3448275862068966,0.41379310344827586,0.8275862068965517,0.3448275862068966,0.0,0.13793103448275862,0.896551724137931,4.620689655172414,1.3103448275862069,6.827586206896552,0.0,0.0,0.0,0.0,0.0
Noni,Madueke,1.2,Crystal Palace,Away,1054.0,0.08624288425047438,0.18273244781783685,0.26897533206831126,0.7676470588235295,4.000474383301708,4.611005692599621,0.17077798861480076,0.08538899430740038,0.5977229601518027,0.5123339658444023,0.5123339658444023,0.0,0.0,0.8538899430740039,2.647058823529412,1.793168880455408,5.294117647058824,0.0,0.0,0.0,0.0,0.0
Gabriel,Martinelli Silva,0.2,Crystal Palace,Away,867.0,0.28027681660899656,0.0986159169550173,0.3788927335640139,0.766089965397924,3.460899653979239,3.5294117647058827,0.0,0.4152249134948097,0.20761245674740486,0.6228373702422145,0.0,0.0,0.0,1.0380622837370244,3.633217993079585,1.0380622837370244,5.709342560553633,0.0,0.0,0.0,0.20761245674740486,0.0
Leandro,Trossard,4.5,Crystal Palace,Away,1950.0,0.25799999999999995,0.1495384615384615,0.40753846153846146,0.6387692307692308,4.6998461538461545,5.2153846153846155,0.2769230769230769,0.23076923076923075,0.5076923076923077,0.6923076923076923,0.5076923076923077,0.0,0.0,1.1076923076923075,3.5538461538461537,1.1538461538461537,5.815384615384615,0.0,0.0,0.0,0.0923076923076923,0.0
Declan,Rice,3.8,Crystal Palace,Away,3093.0,0.09165858389912705,0.21299709020368573,0.3046556741028128,0.694568380213385,4.938797284190105,5.354025218234724,0.11639185257032007,0.2618816682832202,0.5237633365664404,0.7274490785645005,0.6692531522793405,0.0,0.8147429679922406,3.6954413191076623,5.237633365664403,2.0077594568380213,10.940834141610088,0.0,0.0,0.0,0.08729388942774005,0.0
Mikel,Merino Zazón,0.0,Crystal Palace,Away,938.0,0.26194029850746264,0.13912579957356078,0.40106609808102345,0.5632196162046907,4.522068230277186,5.277185501066098,0.2878464818763326,0.2878464818763326,0.3837953091684435,0.8635394456289979,0.47974413646055436,0.0,0.0,2.3987206823027716,4.893390191897654,2.3987206823027716,9.690831556503198,0.0,0.0,0.0,0.09594882729211088,0.0
Ethan,Nwaneri,0.0,Crystal Palace,Away,124.0,0.12338709677419354,0.02903225806451613,0.15241935483870966,0.14516129032258066,3.462096774193548,2.903225806451613,0.0,0.0,0.7258064516129032,0.0,0.0,0.0,0.0,0.7258064516129032,4.354838709677419,0.7258064516129032,5.806451612903226,0.0,0.0,0.0,0.0,0.0
Martín,Zubimendi Ibáñez,2.0,Crystal Palace,Away,2900.0,0.08813793103448275,0.06920689655172414,0.15734482758620688,0.7792758620689656,3.589448275862069,4.0344827586206895,0.15517241379310345,0.03103448275862069,0.496551724137931,0.7448275862068966,0.2793103448275862,0.0,0.4344827586206897,3.7241379310344827,3.506896551724138,2.0793103448275865,9.310344827586206,0.0,0.0,0.0,0.12413793103448276,0.0
Eberechi,Eze,3.8,Crystal Palace,Away,1818.0,0.23861386138613863,0.1297029702970297,0.3683168316831683,0.6460396039603961,4.484653465346535,5.346534653465347,0.34653465346534656,0.1485148514851485,0.5445544554455446,0.594059405940594,0.39603960396039606,0.0,0.0,1.0396039603960396,3.712871287128713,0.8415841584158417,5.594059405940595,0.0,0.0,0.0,0.04950495049504951,0.0
Max,Dowman,0.2,Crystal Palace,Away,62.0,0.11612903225806452,0.1741935483870968,0.2903225806451613,0.7112903225806452,3.295161290322581,7.258064516129032,0.0,1.4516129032258065,0.0,1.4516129032258065,0.0,0.0,0.0,0.0,1.4516129032258065,2.903225806451613,4.354838709677419,0.0,0.0,0.0,0.0,0.0
Morgan,Rogers,4.2,Man City,Away,3280.0,0.1876829268292683,0.11853658536585367,0.30621951219512195,1.4144817073170732,3.535792682926829,4.63719512195122,0.27439024390243905,0.21951219512195122,0.24695121951219512,1.3170731707317074,0.46646341463414637,0.0,0.054878048780487805,1.3445121951219512,3.8140243902439024,1.152439024390244,6.310975609756098,0.0,0.0,0.0,0.19207317073170732,0.0
